file_name,id,category,sub,text,difficulty,instruct
audio_207.wav,207,2-겹받침,ㄵ,앉아서 얹어놓은 접시를 천천히 들어 올렸어요.,"앉아서[안자서], 얹어[언저]","Read aloud in a slow, careful tone as if describing a delicate action — make sure each double-consonant word flows naturally."
audio_208.wav,208,2-겹받침,ㅎ+자음 축약,좋다고 해놓고 싫다고 뒤집으면 곤란해요.,"좋다[조타], 싫다[실타] — ㅎ+ㄷ 축약",Read aloud in a mildly reproachful tone as if pointing out someone's inconsistency — handle the ㅎ aspiration contractions cleanly.
audio_209.wav,209,2-겹받침,ㄾ,핥아먹던 강아지가 갑자기 짖어대기 시작했어요.,"핥아[할타], 짖어[지저]","Read aloud in a lively, amused storytelling tone as if recounting a funny pet moment — handle the unusual consonant clusters naturally."
audio_210.wav,210,2-겹받침,ㅀ,잃어버리지 않도록 끓여서 졸인 뒤 뚜껑을 닫으세요.,"잃어[일러], 끓여서[끄려서], 않도록[안토록]",Read aloud as calm cooking instructions — steady pace with clear pronunciation of each complex consonant ending.
audio_301.wav,301,3-음운변동,연음,옷을 입으면 멋있어 보이는데 벗으면 추워요.,"옷을[오슬], 멋있어[머싣써/머딘너], 벗으면[버스면]","Read aloud in a lighthearted, teasing tone — let the linking between final consonants and following vowels flow naturally."
audio_302.wav,302,3-음운변동,경음화,식당에서 젓가락으로 밥그릇을 톡톡 쳤어요.,"식당[식땅], 젓가락[젇까락], 밥그릇[밥끄릇]","Read aloud in a casual, narrative tone as if telling a small anecdote — make the tensification of consonants sound natural, not forced."
audio_303.wav,303,3-음운변동,비음화,십만 원짜리 옷감을 한국말로 설명해 주세요.,"십만[심만], 옷감[온깜], 한국말[한궁말]",Read aloud as a polite request — handle the nasal assimilation transitions smoothly without over-articulating.
audio_304.wav,304,3-음운변동,유음화,설날에 진료를 받으려면 관련 서류를 준비하세요.,"설날[설랄], 진료[질료], 관련[괄련]","Read aloud in a helpful, advisory tone as if giving practical information — let the lateral assimilation happen naturally."
audio_305.wav,305,3-음운변동,경음화,발전소 근처 꽃길을 걸으며 산책을 즐겼어요.,"발전[발쩐], 꽃길[꼰낄]","Read aloud in a pleasant, descriptive tone as if sharing a nice memory — handle the tensification smoothly within the flow."
audio_306.wav,306,3-음운변동,비음화,협력하면 독립적으로 할 때보다 훨씬 낫습니다.,"협력[혐녁], 독립[동닙], 낫습니다[난씁니다]","Read aloud in a confident, persuasive tone as if making a point in a meeting — nasal assimilations should sound effortless."
audio_307.wav,307,3-음운변동,연음+경음화,꽃잎이 떨어져서 흙 위에 쌓였어요.,"꽃잎[꼰닙], 흙 위에[흑 위에]","Read aloud in a soft, poetic tone as if painting a quiet autumn scene — blend the sound changes gently."
audio_308.wav,308,3-음운변동,비음화+연음,부엌에서 국물을 끓이는 냄새가 솔솔 났어요.,"부엌[부억], 국물[궁물]","Read aloud in a warm, cozy tone as if reminiscing about a homemade meal — let the nasal and linking rules merge naturally."
audio_309.wav,309,3-음운변동,경음화,문법 시간에 받침 규칙을 외우는 게 힘들었어요.,"문법[문뻡], 받침[바침]","Read aloud in a relatable, slightly weary student tone — handle the tensification in grammar terms naturally."
audio_310.wav,310,3-음운변동,유음화+비음화,천리길도 한 걸음부터 시작이라는 말이 맞는 것 같아요.,"천리[철리], 맞는[만는]","Read aloud in a reflective, wise tone as if quoting a proverb — steady pace with natural sound assimilations."
audio_401.wav,401,4-모음ㄹ,ㅢ 발음,회의에서 의논한 내용의 요지를 정리해 주세요.,"회의[회이/훼이], 의논[의논], 내용의[내용에]","Read aloud in a professional, business-like tone — correctly vary the pronunciation of ㅢ depending on its position in each word."
audio_402.wav,402,4-모음ㄹ,ㅙ/ㅚ,왜냐하면 외국에서 돼지고기가 훨씬 비싸거든요.,"왜냐[왜냐], 외국[외국/웨국], 돼지[돼지]","Read aloud in a casual, explanatory tone as if justifying something to a friend — handle the ㅙ, ㅚ, ㅐ diphthongs cleanly."
audio_403.wav,403,4-모음ㄹ,ㅟ,취미로 쥐포를 만드는 귀한 기술을 배웠어요.,"취미[취미], 쥐포[쥐포], 귀한[귀한]","Read aloud in an interested, storytelling tone — pronounce the ㅟ vowel consistently across different words."
audio_404.wav,404,4-모음ㄹ,ㄹ 초성+연속,라디오에서 흘러나오는 멜로디를 따라 흥얼거렸어요.,"초성 ㄹ(라디오), ㄹ 연속(흘러, 멜로디, 흥얼거렸)","Read aloud in a relaxed, dreamy tone as if humming along to music — let the repeated ㄹ sounds flow melodically."
audio_405.wav,405,4-모음ㄹ,두음법칙,여행 중에 유명한 노래를 부르며 즐거운 시간을 보냈어요.,"여행(려행→여행), 노래(로래→노래)","Read aloud in a cheerful, fond tone as if recalling a happy trip — use standard initial sound rules naturally."
audio_406.wav,406,4-모음ㄹ,ㅢ+조사,민주주의의 기본 원칙은 다수결의 원리입니다.,"민주주의의[민주주이에], 다수결의[다수결에]","Read aloud in a clear, educational tone as if teaching a civics class — correctly shift ㅢ to [에] when used as a possessive particle."
audio_407.wav,407,4-모음ㄹ,ㅘ/ㅝ,과일 가게에서 수박과 사과를 골랐어요.,"과일[과일], 수박과[수박꽈], 사과[사과]","Read aloud in a light, everyday tone as if describing a market visit — pronounce the ㅘ diphthongs naturally."
audio_408.wav,408,4-모음ㄹ,ㄹ+ㄹ 연속,철로 위를 달리는 열차가 멀리서 달려왔어요.,"철로[철로], 달리는, 멀리서, 달려","Read aloud in a vivid, descriptive tone as if narrating an approaching train — let the repeated ㄹ sounds create a rhythmic momentum."
audio_409.wav,409,4-모음ㄹ,두음법칙,내년에는 남녀노소 누구나 참여할 수 있는 행사를 열 거예요.,"내년[내년], 남녀[남녀], 노소[노소]","Read aloud in an upbeat, inclusive tone as if making a welcoming announcement — apply initial sound rules consistently."
audio_410.wav,410,4-모음ㄹ,이중모음 종합,쾌활한 성격 덕분에 궤도에 빨리 올라탔어요.,"쾌활[쾌활], 궤도[궤도]","Read aloud in an admiring, positive tone — handle the less common diphthongs ㅙ and ㅞ with precision."
audio_501.wav,501,5-외래어,음식,까르보나라 파스타에 파르메산 치즈를 듬뿍 뿌렸어요.,"긴 외래어(까르보나라, 파르메산)","Read aloud in a cheerful, appetizing tone as if describing a delicious meal — pronounce the long loanwords fluently without stumbling."
audio_502.wav,502,5-외래어,영어 약어-IT,GPU 성능이 CPU보다 중요한 딥러닝 환경을 세팅했어요.,"영어 약어(GPU, CPU), 외래어(딥러닝, 세팅)","Read aloud in a knowledgeable, tech-savvy tone — spell out English acronyms clearly and blend Korean particles with loanwords smoothly."
audio_503.wav,503,5-외래어,브랜드명,인스타그램에 올린 네이버 블로그 링크가 안 열려요.,"브랜드명 연속(인스타그램, 네이버)","Read aloud in a casual, slightly frustrated tone as if reporting a tech issue — pronounce brand names naturally as Korean speakers would."
audio_504.wav,504,5-외래어,IT 용어,클라우드 서버에 데이터베이스를 마이그레이션 했습니다.,"IT 외래어 연속(클라우드, 데이터베이스, 마이그레이션)","Read aloud in a professional, technical tone as if giving a status update — keep the chain of IT loanwords flowing without awkward breaks."
audio_505.wav,505,5-외래어,영어 혼용-비즈,이 프로젝트의 MVP는 다음 스프린트까지 완성해야 해요.,"영어 약어(MVP) + 외래어(프로젝트, 스프린트)","Read aloud in a focused, deadline-driven tone — integrate the English acronym and loanwords into natural Korean sentence rhythm."
audio_506.wav,506,5-외래어,패션,베이지색 트렌치코트에 버건디 머플러를 매치했어요.,"색상 외래어, 패션 용어 연속","Read aloud in a stylish, descriptive tone as if giving fashion advice — pronounce color and garment loanwords with confidence."
audio_507.wav,507,5-외래어,영어 혼용-비즈,KPI 리포트를 검토한 후 팀 미팅에서 브리핑할게요.,약어(KPI) + 비즈니스 외래어 다수,"Read aloud in a brisk, professional tone as if coordinating with colleagues — handle the dense business jargon naturally."
audio_508.wav,508,5-외래어,음악/카페,헤드폰으로 팟캐스트를 들으며 에스프레소를 마셨어요.,"외래어 연속(헤드폰, 팟캐스트, 에스프레소)","Read aloud in a relaxed, cozy tone as if describing a chill café moment — let the loanwords blend seamlessly into the sentence."
audio_509.wav,509,5-외래어,영어 혼용-개발,API 엔드포인트를 리팩토링하고 CI/CD 파이프라인을 구축했어요.,"개발 약어(API, CI/CD) + 외래어(엔드포인트, 리팩토링, 파이프라인)",Read aloud in a matter-of-fact developer tone — clearly articulate each acronym letter and keep the dense technical loanwords flowing.
audio_510.wav,510,5-외래어,의료,알레르기 전문 클리닉에서 아토피 피부염 진단을 받았어요.,"의료 외래어(알레르기, 클리닉, 아토피)","Read aloud in a calm, informative tone as if explaining a medical visit — pronounce medical loanwords precisely."
audio_601.wav,601,6-긴문장,일상,"퇴근하고 집에 오자마자 샤워를 하고 저녁을 차려 먹은 다음에, 소파에 누워서 넷플릭스를 보다가 깜빡 잠이 들었어요.","긴 일상 서술, 시간순 나열, 자연스러운 호흡","Read aloud in a relaxed, storytelling tone as if recapping your evening — pace yourself with natural breath pauses at clause boundaries."
audio_602.wav,602,6-긴문장,설명/격식,"최근 연구에 따르면 하루에 물을 2리터 이상 마시는 것이 건강에 좋다고 알려져 있지만, 개인의 체질과 활동량에 따라 적정량은 달라질 수 있습니다.","격식체, 조건절, 인용 구조","Read aloud in a measured, educational tone as if presenting research findings — maintain a steady pace through the complex clause structure."
audio_603.wav,603,6-긴문장,여행/동작나열,공항에 도착해서 체크인을 하고 보안 검색대를 통과한 뒤 면세점에서 쇼핑을 좀 하다가 게이트로 이동해서 탑승 수속을 밟았어요.,"장소 이동 연속, 긴 동작 나열","Read aloud in a breezy, narrative tone as if recounting an airport journey — keep momentum through the sequence of actions with brief natural pauses."
audio_604.wav,604,6-긴문장,비교/대조,"작년에는 날씨가 유난히 추워서 난방비가 많이 나왔는데, 올해는 비교적 따뜻한 편이라 전기세가 절반 정도로 줄었어요.","시간 비교, 대조 구문","Read aloud in a conversational, relieved tone — clearly contrast last year vs. this year with a slight tonal shift at the turning point."
audio_605.wav,605,6-긴문장,의견/양보,"개인적으로는 이 방법이 가장 효율적이라고 생각하지만, 다른 팀원들의 의견도 충분히 들어본 후에 최종 결정을 내리는 것이 바람직하다고 봅니다.","양보절, 격식체, 의견 표현","Read aloud in a diplomatic, professional tone — express your opinion firmly in the first half, then soften into an inclusive, open stance."
audio_606.wav,606,6-긴문장,요리 지시,양파를 잘게 다져서 올리브유에 볶다가 색이 나면 다진 마늘을 넣고 토마토소스를 부어서 약불에 30분 정도 끓여 주세요.,"순서 지시, 조리 용어, 중간 쉼","Read aloud as clear, patient cooking instructions — use a warm, guiding tone with natural pauses between each step."
audio_607.wav,607,6-긴문장,보고/실적,"이번 분기 실적을 분석한 결과, 온라인 채널 매출은 전년 대비 25퍼센트 성장한 반면, 오프라인 매장은 소폭 감소한 것으로 나타났습니다.","보고체, 숫자 포함, 대조 구문","Read aloud in a composed, authoritative business report tone — clearly highlight the contrast between online growth and offline decline."
audio_608.wav,608,6-긴문장,회상/감성,어린 시절 동네 앞 작은 개울에서 친구들과 물놀이를 하며 보냈던 여름 방학이 지금도 가끔 꿈에 나올 만큼 그리워요.,"회상 톤, 감성적 서술, 자연스러운 억양","Read aloud in a warm, nostalgic tone, letting the sentence unwind slowly like a fond childhood memory — gentle and wistful."
audio_609.wav,609,6-긴문장,조건/행정,"만약 내일까지 서류를 제출하지 않으면 접수가 취소되므로, 오늘 중으로 빠짐없이 작성해서 담당자에게 이메일로 보내 주시기 바랍니다.","조건-결과 구조, 존댓말, 행정 어투","Read aloud in a firm, official administrative tone — emphasize the deadline condition clearly while maintaining formal politeness."
audio_610.wav,610,6-긴문장,뉴스 보도,"정부는 올해 하반기부터 전기차 보조금 정책을 대폭 개편하여, 중소형 차량에 대한 지원금은 늘리고 대형 고가 차량에 대한 혜택은 축소할 방침이라고 밝혔습니다.","뉴스 보도체, 정책 설명, 대조 구문","Read aloud as a professional news anchor — steady, authoritative cadence with clear emphasis on the policy contrast."
audio_711.wav,711,7A-억양,예아니오 의문문,오늘 저녁에 같이 밥 먹을 거예요?,"단순 예/아니오 의문문, 문미 상승 억양",Read aloud as a casual yes-or-no question with a gentle rising intonation at the end.
audio_712.wav,712,7A-억양,의문사 의문문,대체 누가 이런 결정을 내린 건지 모르겠어요.,"의문사(누가)에 강세, 문미는 하강하는 패턴","Read aloud with a puzzled and slightly frustrated tone, emphasizing the question word with falling intonation at the end."
audio_713.wav,713,7A-억양,수사 의문문,이걸 보고도 아무렇지 않을 사람이 어디 있겠어요?,"답을 기대하지 않는 수사 의문문, 반문 톤","Read aloud as a rhetorical question in a firm, assertive tone — no answer is expected."
audio_714.wav,714,7A-억양,부가 의문문,"내일까지 끝낼 수 있죠, 그렇죠?","평서+확인 의문, 부가 의문(그렇죠) 상승","Read aloud in a confident, matter-of-fact tone with a short confirming tag question rising at the very end."
audio_715.wav,715,7A-억양,선택 의문문,"커피로 하실 건가요, 아니면 녹차로 드릴까요?","선택지 나열 억양, 첫 선택지 상승 → 두 번째 하강","Read aloud as a polite either-or question, lifting the pitch on the first option and lowering it on the second."
audio_716.wav,716,7A-억양,나열,"사과, 딸기, 포도, 그리고 수박을 샀어요.","나열 억양: 각 항목 끝 상승, 마지막 항목 하강","Read aloud with a listing intonation — rise slightly after each item, then fall on the last one to close the sentence."
audio_717.wav,717,7A-억양,대조 강조,"저는 찬성이지만, 그쪽은 반대라고 들었어요.",대조되는 두 단어(찬성/반대)에 강세 배치,"Read aloud in a calm, diplomatic tone, clearly stressing the two contrasting words to highlight the disagreement."
audio_718.wav,718,7A-억양,인용,선생님이 내일은 시험이 없다고 하셨어요.,"간접 인용 억양, '없다고' 부분의 인용 톤","Read aloud in a neutral, informative tone, slightly lowering the pitch and speeding up during the quoted portion."
audio_719.wav,719,7A-억양,감탄+의문 복합,"이게 진짜라고요? 와, 어떻게 이런 걸 만든 거예요?",확인 의문 → 감탄 → 방법 의문으로 억양 전환,"Read aloud with genuine surprise — start with a sharp disbelief question, then shift into amazed admiration."
audio_720.wav,720,7A-억양,정중한 요청,"죄송한데요, 혹시 자리 좀 바꿔 주실 수 있으실까요?","공손한 요청, 완곡 표현 연속, 부드러운 상승","Read aloud in a very polite, apologetic, and soft tone as if making a careful request to a stranger."
audio_721.wav,721,7A-억양,경고/충고,다시 한번만 더 늦으면 그때는 정말 곤란해질 거예요.,"부드럽지만 단호한 경고, 하강 억양에 강세","Read aloud as a firm but controlled warning — calm on the surface, but with unmistakable seriousness underneath."
audio_722.wav,722,7A-억양,혼잣말,"어디다 뒀더라, 분명 여기 있었는데, 아 찾았다.","혼잣말 특유의 중얼거림, 불규칙한 쉼과 톤 변화","Read aloud as a mumbled self-talk — distracted muttering while searching for something, ending with a small 'aha' moment."
audio_723.wav,723,7A-억양,안내 방송,잠시 후 열차가 출발합니다. 노란 선 안쪽으로 한 걸음 물러나 주시기 바랍니다.,"공적 안내 억양, 균일한 피치, 또박또박","Read aloud as a formal public announcement — even-paced, clear, and authoritative with minimal emotional coloring."
audio_731.wav,731,7B-긍정감정,기쁨(폭발),됐다! 드디어 성공했어! 진짜 해냈다고!,"강한 기쁨 폭발, 짧은 문장 연속, 높은 에너지","Read aloud with explosive joy and excitement, like someone who just achieved a long-awaited goal — fast tempo, high energy."
audio_732.wav,732,7B-긍정감정,감동,"이렇게까지 준비해 줬다니, 정말 감동이에요. 눈물이 날 것 같아요.","잔잔한 감동, 목이 메는 듯한 톤, 느린 템포","Read aloud in a deeply moved and emotional tone, voice slightly trembling as if holding back tears — slow and gentle."
audio_733.wav,733,7B-긍정감정,감사(진심),정말 감사합니다. 선생님 아니었으면 여기까지 못 왔을 거예요.,"진심 어린 감사, 격식체, 차분하면서 따뜻한 톤","Read aloud with heartfelt gratitude in a warm, steady, and respectful tone."
audio_734.wav,734,7B-긍정감정,안도,"휴, 다행이다. 큰일 날 뻔했네. 이제야 좀 살 것 같아.","안도의 한숨, 긴장 해소 후 이완된 톤","Read aloud with a big sigh of relief at the start, then gradually relax into a calm, unwinding tone."
audio_735.wav,735,7B-긍정감정,애정(따뜻함),우리 아이가 처음으로 걸었어요. 너무 기특하고 예뻐요.,"따뜻한 애정, 부드럽고 느린 톤, 행복한 미소가 묻어나는 음색","Read aloud in a tender, loving tone like a proud parent, with a warm smile in the voice — soft and gentle."
audio_736.wav,736,7B-긍정감정,자부심,솔직히 이번 프로젝트는 자신 있습니다. 최선을 다했으니까요.,"당당한 톤, 확신에 찬 하강 억양","Read aloud with quiet confidence and pride — steady, composed, and self-assured."
audio_737.wav,737,7B-긍정감정,설렘,내일이 여행 출발인데 벌써부터 두근두근거려요!,"기대감, 들뜬 톤, 약간 빠른 템포","Read aloud with bubbly anticipation and excitement, picking up speed as the thrill builds."
audio_738.wav,738,7B-긍정감정,유머/장난,"내가 요리를 했는데 맛이 없으면 어쩌지? 아, 원래 없나.","장난스러운 자기비하 유머, 쉼 후 톤 변화","Read aloud playfully — start with mock concern, pause, then deliver the punchline with a cheeky, self-deprecating grin."
audio_739.wav,739,7B-긍정감정,격려,넌 할 수 있어. 지금까지 충분히 잘해 왔잖아. 믿어!,"힘을 실어주는 격려 톤, 점점 강해지는 확신","Read aloud as a warm, encouraging pep talk — start gently and build to a strong, confident finish."
audio_740.wav,740,7B-긍정감정,놀라움+기쁨,"어? 이거 나한테 준 거야? 헐, 진짜? 완전 좋아!","놀라움에서 기쁨으로 빠르게 전환, 감탄사 연속",Read aloud with escalating surprise turning into pure delight — each exclamation more excited than the last.
audio_741.wav,741,7B-긍정감정,뿌듯함(조용한 기쁨),힘들었지만 끝까지 해냈다는 게 스스로도 대견하네요.,"조용하고 내면적인 기쁨, 과하지 않은 만족감","Read aloud with a quiet sense of personal accomplishment — not loud or boastful, just a calm, satisfied glow."
audio_742.wav,742,7B-긍정감정,감사(가벼운),"어머, 이런 것까지 챙겨주시다니! 너무 감사해요, 진짜!","밝고 가벼운 감사, 높은 에너지, 반말+존댓말 혼용","Read aloud with bright, cheerful gratitude — light and energetic, like receiving an unexpected small gift."
audio_751.wav,751,7C-부정감정,슬픔(깊은),그때 한마디만 더 했으면 달라졌을까요. 자꾸 생각이 나요.,"깊은 슬픔/후회, 느리고 가라앉는 톤","Read aloud in a quiet, sorrowful tone weighed down by deep regret — slow pace with long pauses between sentences."
audio_752.wav,752,7C-부정감정,분노(폭발),도대체 몇 번을 말해야 알아듣는 거야! 이게 말이 돼?,"강한 분노, 빠른 템포, 높은 볼륨, 경직된 톤","Read aloud with intense anger and frustration — loud, fast, and sharp, as if losing patience completely."
audio_753.wav,753,7C-부정감정,짜증(일상),"에이, 또야? 진짜 매번 이러면 나도 지치지.","짜증, 귀찮음이 섞인 한숨 톤, 중간 강도","Read aloud with casual, low-key irritation and an exhausted sigh — annoyed but not explosive."
audio_754.wav,754,7C-부정감정,불안/초조,결과가 언제 나오는 거죠? 계속 기다리기만 하니까 미칠 것 같아요.,"불안한 톤, 약간 빠르고 불안정한 리듬","Read aloud in an anxious, restless tone with a slightly unsteady rhythm, as if the speaker can barely contain their nervousness."
audio_755.wav,755,7C-부정감정,실망,"기대를 많이 했는데, 결과가 이 정도밖에 안 되다니.",기대에서 실망으로 추락하는 톤,"Read aloud starting with a hint of hope, then let the voice drop into flat disappointment by the end."
audio_756.wav,756,7C-부정감정,외로움,주말인데 연락할 사람이 아무도 없네요. 좀 쓸쓸하다.,"조용한 외로움, 담담하지만 빈 느낌","Read aloud in a subdued, lonely tone — quiet and hollow, as if talking to an empty room."
audio_757.wav,757,7C-부정감정,후회,그때 그 선택을 안 했더라면 지금 이렇게까지 안 됐을 텐데.,"깊은 후회, 자책 톤","Read aloud heavy with regret, voice fading toward the end as if the speaker is lost in painful what-ifs."
audio_758.wav,758,7C-부정감정,답답함,아무리 설명해도 이해를 못 하시니까 정말 답답해요.,"답답함이 축적되는 톤, 한숨 섞인 체념","Read aloud with mounting frustration and a heavy sigh of exasperation, as if hitting a wall after repeated failed attempts."
audio_759.wav,759,7C-부정감정,피곤/지침,"하아, 오늘 하루가 정말 길었다. 이제 아무것도 하기 싫어.","극도의 피곤, 느리고 무기력한 톤","Read aloud in a completely drained, exhausted tone — start with a long weary sigh, then speak slowly with zero energy."
audio_760.wav,760,7C-부정감정,서운함,다들 가면서 나한테는 한마디도 안 했더라. 좀 섭섭하네.,"서운함, 직접적 분노가 아닌 상처받은 톤","Read aloud in a quietly hurt tone — not angry, just genuinely disappointed and feeling left out."
audio_761.wav,761,7C-부정감정,분노(억누른),"네, 알겠습니다. 더 이상 할 말 없습니다.",표면적으로 차분하지만 속으로 부글부글 끓는 억제된 분노,"Read aloud in a tightly controlled, cold tone — the voice is calm but rigid, barely concealing suppressed anger underneath."
audio_762.wav,762,7C-부정감정,허탈함,"이렇게 끝이라니. 허무하다, 정말.",감정이 빠져나간 뒤의 텅 빈 느낌,"Read aloud in a hollow, emptied-out voice — as if all emotion has already been spent and only a shell remains."
audio_763.wav,763,7C-부정감정,질투/시기,"좋겠다, 너는. 나도 그런 기회가 한 번이라도 있었으면.",부러움과 시기가 섞인 복합적 톤,"Read aloud with a mix of envy and longing — the first phrase has a sharp, jealous edge, then the second trails off wistfully."
audio_771.wav,771,7D-복합전환,분노→체념,"처음엔 화가 났는데, 이제는 뭐 어쩔 수 없다 싶어요.",분노에서 체념으로 감정 이완,"Read aloud starting with a tense, angry edge in the first half, then gradually softening into resigned acceptance."
audio_772.wav,772,7D-복합전환,긴장→안도,떨어졌을 줄 알았는데 합격이래요! 심장이 멎을 뻔했어요.,긴장에서 안도+기쁨으로 급전환,"Read aloud with dread and tension at first, then suddenly burst into relieved, joyful disbelief."
audio_773.wav,773,7D-복합전환,반어/비꼼,"네, 물론이죠. 항상 저만 야근하는 건 당연한 거잖아요.","비꼬는 톤, 표면적 긍정이지만 내면적 불만","Read aloud with biting sarcasm — the agreement sounds deliberately fake, dripping with passive-aggressive resentment."
audio_774.wav,774,7D-복합전환,양가감정,"떠나는 게 맞는 건 알겠는데, 막상 가려니까 발이 안 떨어져요.",이성(떠나야 함)과 감성(떠나기 싫음) 충돌,"Read aloud with inner conflict — the first half is rational and resolute, but the second half hesitates and trails off reluctantly."
audio_775.wav,775,7D-복합전환,그리움,그 골목 어귀 떡볶이 냄새만 맡으면 아직도 그 시절이 떠올라요.,"향수(nostalgia), 따뜻하면서 아련한 톤","Read aloud with warm, wistful nostalgia — a bittersweet reminiscence, gentle and slightly aching."
audio_776.wav,776,7D-복합전환,슬픔→결심,많이 울었어요. 그런데 이제는 다시 일어나야죠.,"슬픔에서 결의로 전환, 톤이 단단해짐","Read aloud starting fragile and tearful, then gathering quiet strength and determination in the second sentence."
audio_777.wav,777,7D-복합전환,체념+자조,"뭐, 원래 내 인생이 그렇죠. 기대를 안 하면 실망도 없고.","체념 섞인 자조, 쓴웃음 톤","Read aloud with a dry, self-mocking chuckle — resigned and detached, as if the speaker has given up caring."
audio_778.wav,778,7D-복합전환,놀라움→분노,뭐라고요? 그걸 지금 말하는 거예요? 왜 진작 얘기를 안 한 거야!,놀라움에서 분노로 급격히 에스컬레이션,Read aloud escalating rapidly from shocked disbelief to furious outrage — each sentence more intense than the last.
audio_779.wav,779,7D-복합전환,미안함+변명,"정말 미안해요. 일부러 그런 건 아니었는데, 핑계처럼 들리겠죠?","진심 사과 + 변명에 대한 자각, 복합적 어조","Read aloud with sincere guilt and remorse at first, then shift into an awkward, self-aware tone when acknowledging the excuse."
audio_780.wav,780,7D-복합전환,무관심→관심,"아 그래요? 별로 관심 없었는데, 어? 근데 이거 좀 재밌는데요?",무관심에서 호기심/관심으로 자연스럽게 전환,"Read aloud starting flat and indifferent, then suddenly perking up with genuine curiosity and growing interest."
audio_781.wav,781,7D-복합전환,기쁨→걱정,"우와, 진짜 붙었어! 근데 이제 진짜 해내야 하는 건데, 갑자기 무섭다.",합격 기쁨 직후 밀려오는 부담감과 두려움,"Read aloud bursting with joy at first, then quickly transitioning into a quieter, worried tone as the weight of responsibility sinks in."
